is_cancelled,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_cancelled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,has_booking_changes,has_special_requests,has_previous_cancellations
1,114,2,3,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient-Party,125.42723398391976,0,0,False,False,False
1,135,0,2,2,0.0,0,0,0,0,A,A,0,No Deposit,33,Transient,52.1631840798451,0,0,False,False,False
1,149,0,2,1,0.0,0,0,0,0,A,E,0,No Deposit,0,Transient,205.9748703620901,0,1,False,True,False
1,85,0,5,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,112.77720582824384,0,0,False,False,False
1,68,4,5,1,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,238.8229541738366,0,0,False,False,False
1,64,0,0,2,0.0,0,0,0,0,E,A,0,No Deposit,0,Transient,104.09098031634926,0,0,False,False,False
1,119,0,2,2,0.0,0,1,0,0,A,E,2,No Deposit,81,Transient,71.7898266424124,0,2,True,True,False
1,91,1,3,0,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient-Party,213.5747050365304,0,0,False,False,False
1,93,0,2,1,0.0,0,0,0,0,A,B,0,No Deposit,0,Transient,155.928717493846,0,2,False,True,False
1,105,0,2,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,105.43875751719466,0,0,False,False,False
1,118,0,4,2,0.0,0,0,0,0,D,A,1,No Deposit,0,Transient-Party,110.0656203255339,0,0,True,False,False
1,133,1,7,1,0.0,0,0,0,0,E,D,1,No Deposit,0,Transient,103.20705100584456,0,0,True,False,False
1,107,0,1,1,0.0,2,0,0,0,A,A,0,No Deposit,28,Transient,66.94853427156723,0,0,False,False,False
1,142,1,5,0,0.0,0,0,0,0,A,D,1,No Deposit,0,Contract,240.1266345334616,1,0,True,False,False
1,109,1,4,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,82.20691592573314,0,0,False,False,False
1,131,2,2,1,0.0,0,0,1,0,A,A,0,Non Refund,0,Contract,239.3629905964434,0,0,False,False,True
1,110,2,3,1,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,36.351289081688826,0,0,False,False,False
1,66,5,3,1,0.0,0,0,0,0,F,A,0,No Deposit,70,Transient,132.47523855820867,0,1,False,True,False
1,102,0,12,1,2.0,0,1,0,0,A,A,0,Non Refund,0,Transient,155.38847058650404,0,0,False,False,False
1,84,4,11,2,0.0,0,0,0,0,E,A,7,No Deposit,0,Contract,58.90317956175503,0,0,True,False,False
1,84,2,2,4,0.0,0,1,0,0,A,A,0,No Deposit,0,Transient,114.4064189852726,0,0,False,False,False
1,68,2,11,1,0.0,0,0,0,0,C,E,0,No Deposit,0,Transient,241.3610764398765,0,0,False,False,False
1,107,0,1,0,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,90.5437115786642,1,0,False,False,False
1,56,2,4,2,0.0,0,0,0,0,A,A,0,Non Refund,0,Transient,312.49217851918405,0,0,False,False,False
1,57,0,0,2,0.0,0,0,0,0,A,G,13,No Deposit,0,Transient,109.0102878175342,0,1,True,True,False
1,143,0,3,2,0.0,0,0,0,57,F,A,1,No Deposit,31,Transient,71.58767196330878,0,0,True,False,False
1,91,1,4,2,0.0,0,0,0,0,A,A,0,Non Refund,0,Transient-Party,116.1486007031634,1,0,False,False,False
1,140,0,11,2,2.0,0,0,0,0,A,I,1,No Deposit,0,Transient,260.1064113969531,0,0,True,False,False
1,111,0,4,2,0.0,0,0,0,0,B,A,1,No Deposit,0,Transient,140.9217818821746,0,1,True,True,False
1,124,0,3,2,0.0,0,0,0,0,A,D,1,No Deposit,0,Transient,78.26645085008006,0,2,True,True,False
1,42,1,10,1,1.0,0,0,0,0,D,A,1,No Deposit,0,Transient,65.72466832811574,0,0,True,False,False
1,87,1,1,4,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,105.83198218956936,1,0,True,False,False
1,136,4,1,2,0.0,0,0,0,0,A,I,1,No Deposit,0,Transient,102.52192429818982,0,0,True,False,False
1,108,0,2,2,1.0,0,0,19,0,D,E,0,No Deposit,0,Transient-Party,168.37993873426092,0,1,False,True,True
1,66,2,8,2,0.0,1,0,0,0,A,A,0,No Deposit,0,Transient,122.99345575730744,0,0,False,False,False
1,148,0,19,2,0.0,0,0,0,0,D,A,0,No Deposit,0,Contract,158.80504917394194,0,0,False,False,False
1,95,0,3,2,0.0,0,0,0,0,E,A,0,No Deposit,0,Transient,85.16524236584661,0,2,False,True,False
1,121,0,1,2,0.0,0,0,0,0,A,D,2,No Deposit,0,Transient,143.3850150717885,1,0,True,False,False
1,105,0,3,2,0.0,0,0,0,0,E,A,0,No Deposit,61,Transient,81.49021460490609,0,2,False,True,False
1,74,4,2,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,63.67406445876716,0,0,False,False,False
1,60,1,2,2,0.0,0,0,0,0,E,A,0,No Deposit,0,Transient,148.31127183372027,0,0,False,False,False
1,133,0,2,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient-Party,390.0453150862004,0,0,False,False,False
1,97,0,2,4,0.0,0,0,0,0,H,A,1,No Deposit,0,Transient,59.47954138026048,0,0,True,False,False
1,47,4,2,1,0.0,0,0,0,0,E,D,0,No Deposit,0,Transient-Party,114.06276558763666,0,0,False,False,False
1,69,2,1,3,0.0,0,0,0,0,F,A,1,No Deposit,0,Transient,155.0499824901767,0,1,True,True,False
1,70,0,3,1,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,99.71406234300365,0,1,True,True,False
1,65,2,11,2,0.0,0,0,0,0,D,A,1,No Deposit,0,Transient,348.0879014186098,0,0,True,False,False
1,128,4,6,2,0.0,0,0,0,0,A,F,1,No Deposit,0,Transient,103.7387316052626,0,0,True,False,False
1,123,0,3,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,88.06896825292695,0,1,False,True,False
1,62,0,4,2,0.0,0,0,0,0,A,A,1,No Deposit,391,Transient-Party,108.7759460141368,0,0,True,False,False
1,63,2,0,2,0.0,0,0,0,0,D,A,1,No Deposit,22,Transient,99.91265324610404,0,0,True,False,False
1,57,1,5,2,0.0,0,0,0,0,A,D,0,Non Refund,0,Contract,135.4004087683667,0,1,False,True,False
1,148,2,3,2,0.0,0,0,0,16,A,A,2,No Deposit,0,Transient-Party,77.48886363562069,0,2,True,True,False
1,82,2,2,2,0.0,0,0,0,0,A,C,0,No Deposit,0,Transient,97.85795628508907,0,2,False,True,False
1,111,0,5,1,0.0,0,0,0,0,A,A,13,No Deposit,0,Transient,162.5447837785565,1,0,True,False,False
1,40,0,3,2,0.0,0,0,1,0,A,G,1,Refundable,91,Transient,108.78242171313222,0,0,True,False,True
1,53,2,3,1,0.0,0,0,0,0,D,A,0,No Deposit,0,Transient,61.20217044074708,0,0,False,False,False
1,144,1,3,2,0.0,0,0,0,0,A,D,0,Non Refund,0,Transient,56.74055000898692,0,0,False,False,False
1,40,1,1,1,0.0,0,0,0,0,D,E,3,No Deposit,0,Transient-Party,100.43473349792636,0,1,True,True,False
1,44,0,4,2,0.0,0,0,0,0,D,G,1,No Deposit,0,Transient,196.44665238489688,0,1,True,True,False
1,81,0,2,3,0.0,0,0,0,0,A,A,1,Non Refund,0,Transient-Party,70.31198296568522,0,0,True,False,False
1,118,1,2,2,0.0,0,0,0,0,A,B,0,No Deposit,0,Transient,70.8599353123698,0,0,False,False,False
1,42,0,2,2,0.0,0,0,0,0,D,A,0,No Deposit,0,Transient,114.33791903995012,0,0,False,False,False
1,142,1,5,2,0.0,0,0,0,0,E,A,1,No Deposit,0,Transient,233.66319940201632,0,0,True,False,False
1,144,0,2,2,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,121.10529413244493,0,0,True,False,False
1,75,0,5,2,2.0,0,0,0,0,H,E,0,No Deposit,0,Transient-Party,247.10554250992487,0,0,False,False,False
1,109,0,5,3,0.0,0,0,0,0,D,A,0,No Deposit,0,Transient,76.49961994672526,0,0,False,False,False
1,142,2,3,2,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,136.77503485002887,0,0,True,False,False
1,115,2,0,1,0.0,0,0,0,0,A,A,5,Non Refund,0,Transient,121.1211959480053,0,0,True,False,False
1,62,1,2,1,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,78.02060925138707,0,0,False,False,False
1,125,0,3,2,0.0,2,0,0,0,A,C,3,No Deposit,0,Contract,61.60834998465376,0,0,True,False,False
1,98,1,3,2,1.0,0,0,0,0,A,E,0,No Deposit,0,Transient,265.61070480990907,0,0,False,False,False
1,43,0,5,1,0.0,0,1,1,0,A,G,0,No Deposit,0,Transient,93.31057250943569,0,0,False,False,True
1,150,2,5,2,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,176.4149592588289,0,5,True,True,False
1,70,2,5,2,1.0,0,0,0,0,A,A,0,No Deposit,0,Transient,191.09940377308968,0,1,False,True,False
1,85,0,3,2,0.0,0,0,0,0,A,D,0,No Deposit,0,Transient,67.3331065810852,0,2,False,True,False
1,45,0,2,3,0.0,0,0,0,0,A,A,0,Refundable,0,Transient,113.96089475785742,0,2,False,True,False
1,108,0,3,2,0.0,0,0,0,0,B,A,0,No Deposit,0,Transient,209.8069925271628,0,0,False,False,False
1,140,0,2,2,0.0,0,0,0,1,E,A,0,No Deposit,70,Group,226.23438328129663,0,0,False,False,False
1,130,1,2,2,0.0,0,0,19,0,A,D,1,No Deposit,0,Transient-Party,37.47019742831466,0,0,True,False,True
1,140,1,3,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,63.57451904352,0,0,False,False,False
1,122,2,2,2,0.0,0,0,0,0,A,D,2,No Deposit,0,Transient,256.2472304387445,0,0,True,False,False
1,118,0,5,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient-Party,111.22730298839856,0,0,False,False,False
1,123,1,0,1,0.0,0,0,0,0,C,C,0,No Deposit,187,Transient,67.77358485917223,0,0,False,False,False
1,71,0,2,2,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,117.3713635108382,0,1,True,True,False
1,92,2,2,2,0.0,0,1,0,0,A,G,1,No Deposit,0,Transient-Party,72.43119177102196,0,0,True,False,False
1,101,0,3,2,0.0,1,0,0,0,A,A,2,No Deposit,0,Transient,53.34841098227248,0,1,True,True,False
1,104,2,2,1,0.0,0,0,0,0,E,A,1,No Deposit,0,Transient,87.08996923255924,0,0,True,False,False
1,77,2,21,1,2.0,0,1,0,0,A,A,0,No Deposit,0,Transient,67.53767434570796,0,0,False,False,False
1,149,1,2,2,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,64.06015059488996,0,2,True,True,False
1,124,3,3,1,0.0,0,0,0,48,A,A,1,No Deposit,0,Transient,81.47014967850694,0,2,True,True,False
1,42,16,3,3,0.0,0,0,0,0,G,E,0,No Deposit,62,Transient,73.40529250199967,0,0,False,False,False
1,48,0,3,2,0.0,0,0,0,0,A,F,4,No Deposit,0,Transient,143.3558327984365,0,1,True,True,False
1,131,2,2,2,0.0,0,0,0,0,A,A,0,No Deposit,45,Transient,127.1228038220272,0,0,False,False,False
1,49,1,1,2,0.0,0,0,19,0,A,A,0,No Deposit,0,Transient,119.2894037508648,0,0,False,False,True
1,83,0,0,2,0.0,0,0,0,0,E,A,0,No Deposit,0,Transient,139.03135378193596,0,0,False,False,False
1,83,0,0,2,2.0,0,0,0,25,H,D,4,No Deposit,0,Transient,74.28619264625645,0,0,True,False,False
1,86,0,2,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,260.8379628083757,0,0,False,False,False
1,140,0,1,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,72.03968150867554,0,1,False,True,False
1,148,0,10,1,0.0,0,0,0,0,D,D,0,No Deposit,20,Transient,206.23775901612748,0,2,False,True,False
1,106,0,4,2,0.0,0,0,0,0,H,A,1,No Deposit,0,Transient,64.43179251171352,0,1,True,True,False
1,105,0,1,2,0.0,0,0,0,0,D,F,1,No Deposit,17,Transient,68.45087389976761,0,2,True,True,False
1,105,2,3,2,0.0,0,0,0,11,D,A,0,No Deposit,93,Transient,108.46883691649305,1,0,False,False,False
1,99,2,1,1,2.0,0,0,0,0,A,A,2,No Deposit,0,Transient,136.46608819107703,0,2,True,True,False
1,141,5,3,3,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,71.3629381497633,0,0,True,False,False
1,104,9,4,1,0.0,0,0,0,0,H,A,2,No Deposit,0,Transient,270.6313803229952,0,0,True,False,False
1,86,2,4,1,0.0,0,0,0,0,G,C,0,No Deposit,0,Transient,117.56499249506336,0,1,False,True,False
1,98,0,3,2,0.0,0,0,0,0,G,C,1,No Deposit,0,Transient,96.29146429841278,0,2,True,True,False
1,109,2,5,2,0.0,0,0,0,0,A,A,1,Non Refund,0,Transient,123.36049683050524,1,0,True,False,False
1,131,0,4,2,1.0,0,0,0,0,A,E,0,No Deposit,0,Transient,200.17934889432075,0,2,False,True,False
1,58,0,2,0,0.0,1,0,0,0,A,A,1,No Deposit,0,Transient,44.6602150776515,0,0,True,False,False
1,119,2,2,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,74.90633850451272,0,0,False,False,False
1,93,2,2,3,0.0,0,0,0,0,A,F,0,No Deposit,0,Transient,95.80784464744416,0,1,False,True,False
1,43,0,2,2,0.0,2,0,0,0,A,D,0,No Deposit,0,Transient-Party,149.402093090506,0,0,False,False,False
1,49,0,2,0,2.0,0,0,0,0,A,A,1,No Deposit,0,Transient-Party,50.89684046362155,0,0,True,False,False
1,129,0,0,2,0.0,0,0,0,0,A,A,0,No Deposit,109,Transient,187.0083515387209,0,0,False,False,False
1,44,2,5,2,1.0,0,0,0,11,A,D,0,No Deposit,207,Transient,175.20871786757044,0,0,False,False,False
1,83,2,2,2,0.0,0,0,1,0,A,D,1,No Deposit,0,Transient-Party,111.2278625133544,0,1,True,True,True
1,104,2,2,2,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,127.06765761088676,0,0,True,False,False
1,128,2,2,2,0.0,0,0,0,0,E,A,1,No Deposit,0,Transient-Party,186.2739220240175,0,0,True,False,False
1,113,1,5,0,0.0,0,0,0,0,D,A,0,No Deposit,0,Transient-Party,121.50531695780288,0,0,False,False,False
1,132,2,3,2,0.0,0,0,0,0,A,H,0,No Deposit,0,Transient,64.14626042465392,0,1,False,True,False
1,51,0,2,2,3.0,0,0,0,0,A,A,0,No Deposit,0,Transient,128.1070142091775,0,0,False,False,False
1,82,0,5,3,0.0,0,0,0,0,A,D,0,No Deposit,0,Transient,98.69465889803926,0,0,False,False,False
1,61,2,3,2,0.0,0,1,0,0,A,A,1,No Deposit,60,Transient-Party,122.37227030075348,0,0,True,False,False
1,134,2,2,2,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,109.57930477796712,0,0,True,False,False
1,83,0,5,0,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,177.4408074341766,1,0,True,False,False
1,126,2,5,2,0.0,0,0,0,0,A,A,0,Refundable,0,Transient,78.05081140845012,0,1,False,True,False
1,55,0,3,1,0.0,0,0,0,0,L,C,1,Non Refund,0,Transient,132.35980418607187,0,0,True,False,False
1,56,1,3,1,0.0,0,0,1,0,D,A,0,No Deposit,0,Transient,97.66216162296556,0,1,False,True,True
1,143,0,3,1,0.0,0,0,0,0,E,A,1,No Deposit,0,Transient,89.76239671257096,0,0,True,False,False
1,98,1,1,2,2.0,0,0,0,0,A,A,0,No Deposit,48,Transient,199.13841157765367,0,1,False,True,False
1,120,1,3,2,0.0,0,0,0,0,A,A,0,No Deposit,223,Transient-Party,100.5591856097538,0,0,False,False,False
1,67,0,2,1,0.0,0,1,0,0,L,A,0,Refundable,0,Transient,143.5082094889512,0,0,False,False,False
1,49,2,3,2,0.0,0,0,0,0,A,G,0,No Deposit,0,Transient,112.56923928007758,2,3,False,True,False
1,128,2,6,1,0.0,0,0,0,0,F,A,0,No Deposit,0,Transient,110.87816557339411,0,0,False,False,False
1,110,8,4,2,1.0,0,0,0,0,A,A,0,No Deposit,0,Transient,119.96034931974036,0,3,False,True,False
1,90,9,3,1,0.0,0,0,0,0,B,A,0,No Deposit,0,Transient,112.31449597155188,1,0,False,False,False
1,55,0,2,2,0.0,0,0,0,0,A,E,0,No Deposit,0,Transient,69.72864665539142,0,2,False,True,False
1,55,0,2,2,0.0,0,0,0,0,A,D,0,No Deposit,0,Transient-Party,111.59653829995617,0,0,False,False,False
1,45,1,8,2,2.0,0,1,0,0,A,D,0,No Deposit,0,Transient,78.3808672927288,0,0,False,False,False
1,125,2,5,1,0.0,0,0,0,0,D,A,0,No Deposit,0,Transient,87.36576129128925,0,0,False,False,False
1,96,0,2,1,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,189.1481935277872,0,0,False,False,False
1,146,0,5,2,0.0,0,0,0,0,E,A,0,No Deposit,0,Transient,80.077873955025,0,0,False,False,False
1,112,0,3,2,1.0,0,0,0,0,A,A,1,No Deposit,0,Transient,93.80959061914125,0,0,True,False,False
1,82,1,3,4,0.0,0,0,0,48,A,A,0,No Deposit,0,Transient,141.7791397367929,0,0,False,False,False
1,136,0,3,1,0.0,0,0,0,0,A,H,1,No Deposit,0,Transient,115.24605801149238,0,0,True,False,False
1,101,2,1,2,0.0,0,0,0,0,L,A,1,No Deposit,0,Transient,93.86089384454677,0,0,True,False,False
1,137,1,1,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,105.8174635383981,0,0,False,False,False
1,46,1,1,1,0.0,2,0,0,0,D,A,0,Non Refund,87,Transient,101.5591767413152,0,0,False,False,False
1,78,5,5,2,0.0,0,0,0,0,D,A,0,No Deposit,0,Transient,118.49828419902865,0,0,False,False,False
1,116,2,6,2,0.0,0,0,0,0,E,A,2,No Deposit,60,Transient,83.9131000171265,0,2,True,True,False
1,117,3,2,4,0.0,0,0,19,0,A,A,0,No Deposit,0,Transient,338.4840511446089,0,1,False,True,True
1,85,2,2,2,0.0,0,1,0,0,A,E,0,No Deposit,1,Transient,103.8347421498028,1,0,False,False,False
1,111,2,1,1,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,171.3519071009231,0,1,True,True,False
1,129,1,4,1,0.0,0,1,0,0,A,A,1,No Deposit,0,Transient,164.66179831127198,0,0,True,False,False
1,57,0,5,2,0.0,0,0,1,0,A,D,2,No Deposit,0,Transient-Party,117.97558176964785,0,0,True,False,True
1,137,16,40,3,0.0,0,0,0,0,G,A,0,Non Refund,0,Transient,73.43465512239119,0,0,False,False,False
1,127,1,4,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,108.33723403206184,0,0,False,False,False
1,73,2,2,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,62.62800776016768,0,0,False,False,False
1,114,0,0,2,0.0,0,1,0,0,C,F,0,No Deposit,0,Transient,360.7195600263138,0,0,False,False,False
1,47,2,7,2,0.0,0,0,0,0,A,C,1,No Deposit,0,Transient-Party,77.3005080021061,1,0,True,False,False
1,133,8,3,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,147.86676765621905,0,0,False,False,False
1,62,0,2,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,155.7638849436077,0,5,False,True,False
1,43,2,2,1,0.0,0,1,0,0,A,D,0,No Deposit,0,Transient-Party,73.68129821384454,0,3,False,True,False
1,58,0,2,2,1.0,0,0,0,0,A,A,0,No Deposit,91,Transient,149.49910270928183,0,0,False,False,False
1,144,1,3,3,0.0,2,0,0,0,F,A,1,No Deposit,0,Contract,119.80142135522088,1,0,True,False,False
1,58,0,4,2,0.0,0,0,0,0,A,G,6,No Deposit,0,Transient,175.95609830897808,1,0,True,False,False
1,96,8,2,1,0.0,0,0,1,0,E,H,0,No Deposit,0,Transient,169.11231570372098,0,0,False,False,True
1,86,6,4,2,0.0,0,0,0,0,A,A,1,Non Refund,0,Transient,62.32196206244758,0,0,True,False,False
1,130,2,3,2,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,331.4584969315662,0,3,True,True,False
1,125,0,5,1,0.0,0,0,0,0,A,B,0,No Deposit,0,Transient,125.41178312378116,0,0,False,False,False
1,133,1,16,2,0.0,0,0,0,0,A,A,0,Non Refund,0,Transient,123.216484216561,0,0,False,False,False
1,59,0,0,2,0.0,0,0,0,0,G,A,0,No Deposit,0,Transient,182.46622168208236,0,3,False,True,False
1,139,9,2,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,104.53822490615003,0,0,False,False,False
1,111,0,2,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Contract,233.18286071028507,0,2,False,True,False
1,116,0,2,4,2.0,0,0,0,0,A,A,0,No Deposit,0,Transient,117.57799974051022,1,0,False,False,False
1,140,8,3,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,51.45230355379462,0,0,False,False,False
1,72,2,1,1,1.0,0,1,0,0,A,A,1,No Deposit,0,Transient,59.77393790564358,0,0,True,False,False
1,107,0,1,2,0.0,0,0,0,0,A,F,0,No Deposit,0,Transient,208.4232801258119,0,3,False,True,False
1,126,0,5,1,0.0,0,0,0,0,A,G,2,No Deposit,0,Transient,72.28948052740573,0,1,True,True,False
1,44,2,3,2,0.0,0,0,0,0,D,A,0,No Deposit,0,Transient,362.0409860499088,0,0,False,False,False
1,116,2,2,2,0.0,0,1,0,0,A,B,0,No Deposit,53,Transient-Party,299.67403925967506,0,5,False,True,False
1,104,3,15,1,0.0,0,0,0,0,C,E,0,Non Refund,0,Transient,218.5122996180404,0,0,False,False,False
1,93,0,4,1,0.0,2,0,0,0,A,G,0,No Deposit,0,Transient-Party,70.58534909505731,1,1,False,True,False
1,129,0,0,2,0.0,0,0,0,0,A,A,1,No Deposit,44,Transient,99.67603975476943,0,0,True,False,False
1,72,2,0,2,0.0,0,0,0,0,A,C,0,No Deposit,0,Transient-Party,190.99868162397752,0,2,False,True,False
1,107,2,5,2,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,211.10818055689856,0,0,True,False,False
1,93,2,2,1,1.0,0,0,0,0,E,A,3,No Deposit,0,Transient-Party,106.2929845622742,0,0,True,False,False
1,89,0,19,2,0.0,0,0,25,0,A,A,0,No Deposit,0,Contract,100.29408754395604,1,2,False,True,True
1,111,0,4,2,3.0,0,0,0,0,A,A,2,No Deposit,0,Transient,258.78423574442013,0,0,True,False,False
1,105,0,3,2,0.0,0,0,11,0,A,A,1,No Deposit,56,Transient,101.19828276266368,1,0,True,False,True
1,147,0,3,2,0.0,0,0,0,0,D,A,8,No Deposit,44,Transient-Party,77.79226787094694,0,1,True,True,False
1,92,0,3,2,0.0,0,0,1,0,A,G,1,No Deposit,0,Transient,99.12763638943665,0,2,True,True,True
1,95,0,2,1,0.0,0,0,1,0,A,E,0,No Deposit,0,Transient,220.19860876644503,0,0,False,False,True
1,43,0,3,2,3.0,0,0,0,14,A,A,2,No Deposit,0,Transient,107.88749196221734,0,0,True,False,False
1,74,2,4,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,66.81936613637838,0,3,False,True,False
1,140,1,4,2,0.0,0,0,0,0,A,A,0,No Deposit,10,Contract,276.15675660369584,0,0,False,False,False
1,107,0,2,1,0.0,0,0,0,0,A,A,0,Non Refund,0,Transient,113.73991250883014,1,0,False,False,False
1,109,1,2,1,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,221.03297675587967,0,1,True,True,False
1,40,3,1,1,0.0,0,0,0,0,E,A,0,Non Refund,0,Transient,223.62732579933305,0,3,False,True,False
1,104,0,4,3,0.0,0,0,0,0,D,D,0,No Deposit,0,Transient,336.18940708423906,1,0,False,False,False
1,106,1,3,1,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,48.30018211247526,0,0,True,False,False
1,64,6,0,2,0.0,0,1,0,0,A,A,0,No Deposit,0,Transient,148.17113035942253,0,0,False,False,False
1,66,0,3,1,0.0,0,0,0,0,A,A,4,No Deposit,0,Transient-Party,65.47767066930147,0,0,True,False,False
1,50,1,1,2,0.0,0,0,0,0,A,A,3,No Deposit,0,Transient-Party,114.06603675856846,0,0,True,False,False
1,64,0,2,1,0.0,0,0,1,0,A,A,1,No Deposit,0,Transient,68.03598985288318,0,0,True,False,True
1,61,2,1,1,0.0,0,0,0,0,A,A,1,No Deposit,0,Group,113.9107716906178,0,0,True,False,False
1,91,4,2,1,0.0,0,0,0,0,A,E,0,No Deposit,0,Transient,68.43495357379557,0,3,False,True,False
1,52,1,2,2,0.0,0,0,0,0,D,A,0,No Deposit,0,Transient,209.5336639052196,0,4,False,True,False
1,49,0,4,1,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient-Party,102.18275337607652,0,1,False,True,False
1,105,4,2,1,0.0,0,1,26,0,G,C,0,No Deposit,0,Transient-Party,281.0925433699595,1,0,False,False,True
1,125,1,3,2,1.0,0,0,0,0,F,A,0,Non Refund,0,Transient,125.40956496292132,0,1,False,True,False
1,49,2,1,1,0.0,0,1,0,0,B,B,1,No Deposit,0,Transient,122.78371914061206,0,0,True,False,False
1,99,2,0,2,0.0,1,0,0,0,A,D,1,No Deposit,0,Transient,300.3268060040783,0,0,True,False,False
1,68,0,3,2,0.0,0,0,0,0,A,A,1,No Deposit,0,Transient,407.4627853303921,0,0,True,False,False
1,65,0,3,2,0.0,0,0,0,0,A,D,0,No Deposit,0,Transient-Party,190.79314557760847,0,0,False,False,False
1,130,0,1,2,0.0,1,0,0,0,A,A,1,No Deposit,31,Transient,61.24773737595109,0,0,True,False,False
1,70,0,5,1,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,406.5481912000189,0,0,False,False,False
1,74,0,4,1,0.0,0,0,0,0,D,A,0,Non Refund,0,Transient-Party,113.27792136234166,0,0,False,False,False
1,86,3,7,1,0.0,0,0,5,0,A,A,0,No Deposit,0,Transient,114.0065680866692,0,0,False,False,True
1,106,2,0,1,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient-Party,148.304878063417,0,4,False,True,False
1,77,8,5,2,0.0,0,0,0,0,A,A,2,No Deposit,0,Transient,133.17688813401097,0,1,True,True,False
1,43,2,3,2,2.0,0,0,0,0,A,A,1,No Deposit,0,Transient,152.48133461714232,0,0,True,False,False
1,126,2,7,1,0.0,0,0,0,0,A,D,0,No Deposit,0,Transient,108.14362987631807,0,0,False,False,False
1,42,1,1,2,0.0,0,0,0,0,D,C,0,No Deposit,0,Transient-Party,92.00340581993362,0,0,False,False,False
1,123,1,0,2,3.0,0,1,0,0,H,D,1,No Deposit,0,Transient,227.11146549958124,0,0,True,False,False
1,134,1,8,2,2.0,0,0,0,0,A,A,0,No Deposit,0,Transient,57.95710834427621,0,0,False,False,False
1,40,0,19,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,77.96546863287409,0,1,False,True,False
1,125,2,1,1,0.0,1,0,0,0,E,A,1,No Deposit,0,Transient,53.17476727524589,0,0,True,False,False
1,83,0,1,2,0.0,0,0,14,0,D,F,0,No Deposit,0,Transient,62.04387060634308,1,1,False,True,True
1,126,3,2,1,0.0,0,0,0,0,A,A,0,No Deposit,120,Transient,124.67681315889892,1,0,False,False,False
1,114,2,5,2,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,154.1821601853659,0,3,False,True,False
1,111,1,2,2,0.0,0,0,1,7,D,A,0,No Deposit,0,Transient-Party,202.0335869022952,0,0,False,False,True
1,94,0,4,3,0.0,0,0,0,0,A,A,0,No Deposit,0,Transient,263.7888464668836,0,0,False,False,False
1,148,1,4,2,0.0,0,0,1,0,H,A,0,No Deposit,0,Transient,62.4328787798659,0,0,False,False,True
